"","V10B01-085_A1","V10B01-085_B1","V10B01-085_C1","V10B01-085_D1","V10B01-086_A1","V10B01-086_B1","V10B01-086_C1","V10B01-086_D1","V11A20-297_A1","V11A20-297_B1","V11A20-297_C1","V11A20-297_D1","V11L05-333_A1","V11L05-333_B1","V11L05-333_C1","V11L05-333_D1","V11L05-335_A1","V11L05-335_B1","V11L05-335_C1","V11L05-335_D1","V11L05-336_A1","V11L05-336_B1","V11L05-336_C1","V11L05-336_D1","V11U08-081_A1","V11U08-081_B1","V11U08-081_C1","V11U08-081_D1","V11U08-084_A1","V11U08-084_B1","V11U08-084_C1","V11U08-084_D1","V12F14-051_A1","V12F14-051_B1","V12F14-051_C1","V12F14-051_D1"
"ENSG00000205220",567,NA,2579,3495,2468,1986,2710,3192,2655,2284,1691,1961,1420,3545,1210,2481,NA,1258,2111,1482,2722,1548,NA,NA,NA,3529,3827,3541,1895,NA,1865,NA,3159,3050,2677,3027
"ENSG00000124067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676,NA,NA,NA,NA
"ENSG00000132600",3233,NA,NA,2095,NA,NA,NA,NA,2192,NA,NA,NA,897,1435,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103056",1219,NA,1664,952,NA,NA,NA,1221,923,507,NA,473,NA,976,NA,1609,NA,666,1236,NA,768,NA,NA,NA,NA,2271,912,1660,NA,NA,854,NA,590,1200,806,983
"ENSG00000184939",2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132612",5293,2885,3527,3773,2380,1354,1070,2925,3337,2584,NA,2208,3980,2635,2967,2647,1482,1470,1915,NA,1920,1512,NA,NA,2187,1850,1804,2682,1915,NA,NA,NA,1608,2322,2133,2125
"ENSG00000132604",4982,NA,3637,3653,NA,NA,NA,NA,NA,NA,NA,NA,NA,3856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103018",2128,1778,3338,5413,NA,NA,2095,NA,NA,2512,NA,NA,NA,4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3311,2693,NA,NA,NA,NA,2888,NA,NA,2389
"ENSG00000181019",5244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598,NA,NA,NA,NA
"ENSG00000198373",4875,NA,NA,5626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000223496",2900,1992,3162,2694,2578,NA,1644,2248,1982,1843,NA,NA,3217,2625,2045,NA,NA,NA,NA,NA,1570,NA,NA,NA,1690,1777,2760,2166,1341,NA,NA,NA,1935,1940,2046,2390
"ENSG00000090861",2210,1785,2935,2425,1564,1524,1427,1441,1758,2674,1494,1523,3540,2758,1314,2593,1752,1945,1785,NA,2465,1656,NA,NA,1829,2765,2158,1509,1285,NA,2057,1412,1772,2093,1506,2270
"ENSG00000157350",3243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103051",5257,NA,NA,5559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000189091",4599,NA,4319,5062,NA,NA,NA,2388,3700,NA,NA,NA,NA,3081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438,NA,NA,NA,NA,NA,3285,2548,NA,1941
"ENSG00000157368",NA,NA,NA,NA,NA,NA,NA,NA,1241,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1717,1102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132613",684,2373,1878,3196,1212,2071,2789,1338,2225,3187,1197,NA,1470,2872,2704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,3159,NA,2110,2000,NA,NA,NA,2580,1807,2406,2572
"ENSG00000172137",754,1024,806,1632,935,858,817,NA,1689,NA,NA,NA,NA,1589,NA,1411,NA,NA,NA,NA,1939,NA,NA,NA,NA,NA,NA,NA,1053,NA,NA,NA,2913,NA,1794,NA
"ENSG00000040199",2268,NA,NA,3145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166747",5747,3473,4386,3009,NA,NA,2321,2522,3797,NA,NA,NA,NA,3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2555,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000182149",4559,2764,3768,5697,NA,NA,NA,3195,3600,3108,NA,NA,2568,3149,3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2975,3448,NA,NA,NA,NA,3030,2929,2396,NA
"ENSG00000103035",4378,2883,4649,3834,2557,NA,2655,2625,2702,2713,NA,2167,2491,3487,1686,2595,NA,NA,2034,NA,2548,NA,NA,NA,1991,2981,2987,2094,2019,NA,NA,NA,1687,2945,2076,1923
"ENSG00000090863",4486,3451,4589,3848,1996,2030,1606,1880,3063,2894,2230,1505,2507,3247,3109,2704,1766,1923,2146,1445,2512,2256,NA,NA,1676,2992,1852,3104,2016,NA,1962,NA,2138,2249,2637,2181
"ENSG00000103089",1358,714,269,386,523,NA,NA,NA,NA,797,702,416,487,600,NA,NA,NA,NA,NA,NA,479,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000186187",4760,NA,3313,3104,NA,NA,NA,NA,2465,NA,NA,NA,2665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3227,2555,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000050820",4675,3614,3262,3954,NA,NA,NA,NA,3582,2805,NA,NA,3463,2874,NA,2615,NA,NA,NA,NA,1452,NA,NA,NA,NA,3055,NA,NA,NA,NA,NA,NA,3072,2077,NA,2968
"ENSG00000153774",4356,2477,3080,4765,NA,NA,NA,NA,3610,3543,NA,NA,3813,4438,3144,2205,NA,NA,NA,NA,2647,NA,NA,NA,NA,NA,3643,NA,NA,NA,NA,1643,NA,2318,NA,NA
"ENSG00000205084",NA,NA,NA,2460,NA,NA,NA,1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000034713",1639,1293,2607,3004,1621,950,1711,2383,942,2097,1605,1459,2686,1451,2330,664,737,643,409,782,1607,2094,843,1040,559,544,3486,1379,571,742,920,1212,975,800,1423,928
"ENSG00000065427",3168,3364,4776,3832,NA,NA,NA,NA,3024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2816,NA,NA,NA,NA,NA,3019,2950,NA,NA
"ENSG00000166848",4708,1146,872,1690,1228,731,890,791,817,986,801,1864,1214,1217,837,929,524,718,323,842,1140,879,701,712,787,581,798,935,604,920,981,1069,709,622,768,466
"ENSG00000152910",2202,2870,785,1864,1440,1948,NA,NA,NA,1163,1312,847,1213,1034,NA,NA,NA,NA,NA,NA,NA,1176,NA,NA,NA,2563,NA,1556,1716,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103111",4623,NA,4122,5698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000205078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1558,NA,NA,NA,NA
"ENSG00000171724",498,1304,644,2175,1335,544,NA,NA,NA,1148,NA,NA,1065,NA,1425,958,NA,NA,NA,NA,NA,NA,NA,722,NA,NA,NA,1081,NA,NA,NA,155,NA,NA,NA,NA
"ENSG00000178573",2852,3413,2467,3481,NA,NA,NA,NA,NA,NA,1469,NA,NA,3470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA
"ENSG00000168589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA
"ENSG00000166446",1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103121",5463,NA,4601,4508,NA,NA,NA,NA,3424,2835,NA,NA,2946,3964,2352,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,3019,NA,3514,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166454",3202,2023,3192,2190,2358,NA,2647,2284,3957,3294,NA,NA,2538,3458,1922,NA,NA,NA,NA,NA,2337,NA,NA,NA,NA,3038,1878,1865,NA,NA,NA,NA,1959,3070,1836,NA
"ENSG00000140905",5274,1591,2521,2180,1490,1390,2830,2373,3319,2651,1410,1764,2929,2156,2801,883,1772,1967,2019,929,1229,1591,NA,NA,2256,3395,1237,2289,2093,774,1704,1452,2755,NA,2592,2894
"ENSG00000153815",1290,645,878,531,835,1272,972,435,1629,1570,877,1162,1404,968,1147,NA,1091,NA,NA,NA,1267,983,NA,NA,1409,1784,748,658,751,NA,1021,NA,1139,1112,1029,1437
"ENSG00000197943",NA,NA,NA,NA,NA,NA,NA,670,1102,693,NA,150,NA,1738,NA,NA,412,264,258,NA,937,381,148,608,NA,NA,NA,NA,632,574,NA,522,NA,NA,NA,NA
"ENSG00000135698",5546,NA,NA,4144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000140945",100,1473,1162,1231,808,472,1504,1629,2472,NA,NA,NA,1523,1820,NA,1711,980,1452,736,NA,1997,NA,NA,NA,NA,1563,1813,1491,NA,NA,NA,NA,2133,1352,1479,972
"ENSG00000230989",2668,2178,3212,3402,1716,1548,2416,2659,3548,2112,1630,1263,2750,3384,2554,1771,1722,1821,1590,1194,2297,2143,935,1222,2181,1619,3448,3458,1663,711,1393,576,2288,1595,2174,1855
"ENSG00000103154",910,NA,1788,2674,614,NA,565,NA,NA,NA,NA,NA,NA,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2568,NA,1217,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000140943",1749,NA,2988,4565,NA,NA,NA,2514,3078,NA,NA,NA,NA,2860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1575,2359,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103160",2696,2310,1630,2268,1565,NA,1642,2276,2744,1980,NA,NA,2468,2844,2534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,2777,3091,NA,NA,NA,NA,2881,2532,NA,1786
"ENSG00000103168",NA,NA,NA,NA,NA,NA,NA,NA,2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103187",2726,3060,3075,4089,NA,NA,NA,NA,3418,3042,1608,NA,2948,2353,2674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474,NA,NA,NA,NA,NA,NA,3094,3030,2350,1763
"ENSG00000103194",2207,NA,3962,2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3003,2903,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000153786",3802,NA,4456,3930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000135709",1144,695,868,496,631,790,272,382,1021,608,281,589,625,832,718,1331,713,690,1031,860,757,811,659,849,475,1022,558,505,416,NA,1031,NA,683,884,599,546
"ENSG00000131143",199,810,1690,1099,1204,847,561,2428,875,1109,866,1552,471,1876,237,563,1369,860,1220,718,777,419,464,500,1663,2281,1902,1792,2040,762,1678,1056,1169,548,1929,2616
"ENSG00000103264",4974,1519,2735,2163,NA,NA,NA,2582,2486,NA,NA,NA,NA,2826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2238,1439,NA,NA,NA,NA,NA,2308,NA,NA,NA
"ENSG00000140941",1921,2596,3672,3207,2120,1879,1655,2187,2078,1349,1577,2218,1985,1512,1412,1859,1117,742,650,1111,1916,1651,1149,964,1902,825,2218,1762,1013,1032,1144,1425,1174,1388,1772,1320
"ENSG00000154118",1640,1643,1169,1326,1175,1454,774,999,2166,789,430,616,698,836,1614,1525,977,1382,1772,1136,2176,1094,992,NA,1358,1889,2281,1590,1079,819,1424,811,1665,2521,1605,2429
"ENSG00000103257",1850,2957,2728,3503,2178,NA,2586,2576,NA,NA,NA,NA,3799,3576,3073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3582,2872,NA,NA,NA,NA,2241,2997,NA,3087
"ENSG00000051523",NA,NA,2311,NA,NA,NA,NA,NA,NA,1996,1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000167508",5035,3178,2812,3023,NA,NA,2829,2193,3981,2587,NA,NA,3820,3494,3205,NA,NA,2054,NA,NA,2661,NA,NA,NA,NA,3546,3054,3133,NA,NA,NA,NA,1635,2541,NA,2819
"ENSG00000198931",2224,NA,4840,3726,NA,NA,NA,3070,3132,3092,NA,NA,1991,3412,1526,2509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3678,3258,NA,NA,NA,1994,NA,NA,NA,NA
"ENSG00000141012",3299,NA,NA,2928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000167515",3516,2984,4557,3589,2511,2053,2451,3184,2884,2917,1896,NA,3042,3997,2964,2092,1746,1602,2161,1282,2209,2292,NA,NA,1564,2604,3795,3194,NA,NA,2130,1919,2811,2911,2636,2777
"ENSG00000167522",5203,2560,4710,2906,NA,NA,2489,3183,4007,3220,NA,NA,4011,2705,3266,NA,NA,NA,NA,NA,NA,2375,NA,NA,1590,3006,2681,2813,NA,NA,NA,NA,3117,3111,2173,2910
"ENSG00000197912",2030,3400,4288,4222,1870,1720,2877,2115,2690,3001,NA,1907,3421,4132,2621,2317,NA,NA,1441,NA,2007,2361,NA,NA,1246,1775,2453,2928,NA,NA,1847,NA,2469,2785,1820,1836
"ENSG00000167526",2848,1029,545,975,439,466,1449,241,412,749,531,418,1462,790,1415,325,829,701,732,427,611,1082,469,498,979,620,330,204,943,218,335,451,619,688,703,570
"ENSG00000178773",634,NA,1762,979,NA,NA,NA,NA,NA,281,NA,NA,1288,NA,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000131165",5360,2795,4309,2789,NA,NA,1651,1633,2287,3211,NA,1151,2345,3051,2908,1739,NA,NA,NA,NA,1756,NA,NA,NA,NA,2898,2400,3089,NA,NA,NA,NA,1574,2739,2072,1998
"ENSG00000185324",2226,NA,NA,4516,NA,NA,NA,NA,1665,NA,NA,NA,NA,2698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,2340,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000075399",1935,NA,NA,4594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141002",4072,1300,3196,1750,1431,1371,1299,1800,2329,2103,1228,1517,2168,2323,1702,2204,1299,1887,1377,1304,1524,1648,NA,NA,1698,1893,1276,1563,1488,NA,1317,1460,1498,1773,1135,2165
"ENSG00000258947",228,154,267,118,87,113,106,483,233,134,100,369,91,266,116,581,298,247,372,442,430,174,262,535,418,368,284,116,109,447,326,500,394,266,174,268
"ENSG00000140995",2966,NA,3413,4179,2343,NA,1989,2064,3794,2240,NA,NA,3172,4126,2278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868,3670,2039,NA,NA,NA,NA,2757,2987,NA,2427
"ENSG00000003249",2985,NA,NA,2528,NA,NA,1379,NA,3103,570,NA,NA,1422,NA,1287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000272636",327,1270,1068,431,615,670,633,1330,1348,937,NA,NA,890,1197,NA,NA,NA,664,NA,NA,1907,NA,NA,NA,NA,NA,3317,1413,NA,NA,846,1011,958,1468,NA,1257
"ENSG00000141252",3124,1879,3585,1808,NA,NA,926,1741,3249,2323,NA,NA,2534,3332,2380,NA,NA,NA,NA,NA,2318,NA,NA,NA,NA,2686,1989,1803,NA,NA,NA,NA,1718,NA,NA,2340
"ENSG00000167699",3797,2148,2775,2776,NA,NA,NA,2648,2957,2524,NA,NA,2278,3844,2470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688,2031,2507,NA,NA,NA,NA,NA,NA,NA,3001
"ENSG00000159842",1138,554,1327,994,708,904,303,281,1461,1623,1193,522,1483,665,1267,953,473,1222,1075,904,659,861,667,413,646,1116,618,703,674,541,574,501,740,755,586,1152
"ENSG00000108953",238,1127,1919,1635,1451,892,768,1074,1172,1492,1273,1637,1893,1104,496,742,791,1070,566,779,814,710,585,478,921,1018,1178,1233,407,627,788,837,362,633,529,406
"ENSG00000167193",4092,2770,4582,4568,NA,NA,2397,3049,3752,3127,NA,NA,3797,2552,2413,2335,NA,NA,NA,NA,2128,1643,NA,NA,NA,3465,2630,3167,NA,NA,NA,NA,2486,2019,2559,1865
"ENSG00000174238",763,1977,2438,1830,1619,1115,1319,1784,1697,1568,1640,NA,1701,2274,1115,2225,1786,1259,2021,NA,2105,1803,NA,NA,2137,1674,2780,1862,1432,NA,1664,1880,1763,1759,2001,1715
"ENSG00000167703",3809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000174231",4179,2931,3002,4352,1977,NA,2355,2351,2692,2961,1693,2194,3480,2954,2557,2570,NA,NA,1777,NA,2459,1793,NA,NA,1854,2652,3685,2970,NA,NA,1651,1835,2104,2533,2139,2495
"ENSG00000132386",265,660,975,642,950,680,NA,NA,NA,13,NA,NA,NA,NA,NA,5,NA,231,NA,NA,NA,NA,67,19,NA,637,2535,834,NA,NA,38,6,366,450,NA,1529
"ENSG00000132383",2658,NA,4029,5874,NA,NA,NA,NA,NA,NA,NA,NA,NA,3343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185924",2280,1432,1983,951,NA,NA,NA,864,NA,NA,NA,NA,NA,1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,865,NA,NA,NA,NA,2397,1624,NA,1393
"ENSG00000141258",3346,2486,1832,2518,2011,NA,2313,2390,3763,1846,NA,NA,2202,2375,2918,NA,NA,NA,NA,NA,1952,NA,NA,NA,1840,3018,3634,2271,NA,NA,NA,NA,2774,2893,2630,2898
"ENSG00000070444",NA,NA,3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000007168",810,1056,2009,1078,821,744,569,463,712,814,905,1129,1307,939,433,1113,349,535,363,639,907,915,580,792,562,598,387,425,555,472,554,690,499,447,683,534
"ENSG00000132361",4506,2758,3889,2743,NA,NA,2196,NA,4019,2844,NA,NA,NA,3684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3514,NA,NA,NA,NA,NA,NA,2705,1860,NA,NA
"ENSG00000132359",2492,1045,890,1207,1092,NA,1112,2242,2060,1454,NA,NA,1379,1464,1361,NA,NA,1217,NA,NA,987,NA,NA,NA,1234,1809,NA,1358,962,NA,NA,NA,1407,1484,1406,2118
"ENSG00000108381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216,NA,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000213977",2947,NA,1697,4787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000127774",5011,NA,4715,4646,NA,NA,NA,NA,3815,2899,NA,NA,2837,3266,2873,1521,NA,1574,1508,NA,NA,2019,NA,NA,NA,NA,3337,NA,NA,NA,NA,1954,2589,2740,NA,NA
"ENSG00000083457",NA,NA,NA,4803,NA,NA,NA,NA,2961,3167,NA,NA,3570,4176,2719,2643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000004660",1614,680,1452,747,781,877,755,368,352,644,NA,758,1148,549,1074,835,394,909,697,671,440,937,437,NA,508,372,301,824,822,NA,937,NA,474,453,558,447
"ENSG00000167740",NA,NA,NA,5950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185722",2841,NA,2489,5511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132388",5647,NA,4403,5617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3240,3031,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000183018",4752,NA,NA,5090,NA,NA,NA,2822,NA,NA,NA,NA,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132382",1301,1925,4095,2707,NA,NA,1471,1385,NA,NA,NA,NA,NA,3609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2539,NA,NA,NA,NA,NA,2746,NA,NA,NA
"ENSG00000141456",5181,NA,4847,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141480",728,2540,4251,3608,NA,NA,NA,1517,1775,2080,NA,NA,2518,1757,NA,1324,NA,NA,1504,NA,1002,1172,NA,NA,NA,2146,1252,2045,NA,NA,1266,NA,1761,1555,2107,1676
"ENSG00000142507",5811,2699,4620,4667,1813,1871,2218,2730,1796,1829,1948,2063,1900,1670,1164,1574,1449,1932,1369,1142,2408,1758,1207,1268,1643,2148,2224,1466,1690,1113,2131,1712,1670,1454,2083,1870
"ENSG00000141503",1472,1985,3326,1276,NA,NA,2004,550,781,1315,1924,804,3375,1056,2498,1439,512,1175,1169,888,897,1038,939,794,594,1230,582,1025,1608,427,638,604,760,1063,744,732
"ENSG00000108528",3261,1530,2259,1060,1441,1089,1269,1248,1554,1065,1186,1081,1341,1455,1205,1663,1037,956,1433,1090,1081,1135,816,873,1974,2488,832,1765,1236,NA,984,1111,1358,823,855,1748
"ENSG00000108523",4241,3411,4103,5308,NA,NA,1834,NA,3258,3079,NA,NA,3629,3623,2611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3537,2614,NA,NA,NA,NA,NA,3187,3005,NA,NA
"ENSG00000108518",5307,3152,847,3223,1911,963,3016,2890,3179,3126,1750,1327,3440,3340,2301,1195,1448,2053,1951,1466,1755,1789,1244,1227,1977,1760,3202,3047,2151,1028,1730,1847,2564,2183,2439,2079
"ENSG00000091640",4666,3513,4186,4904,NA,NA,NA,NA,3036,2509,NA,NA,2717,3232,3159,2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,3119,NA,3239,NA,NA,NA,NA,2491,1775,NA,2552
"ENSG00000108509",2456,2207,2471,1278,NA,NA,1108,2906,1866,1385,NA,823,1809,1474,1292,NA,NA,NA,NA,NA,1497,1212,NA,NA,NA,2089,2065,1731,NA,NA,1428,NA,1233,1727,1644,2168
"ENSG00000129250",2778,NA,NA,1935,NA,NA,624,NA,NA,NA,452,669,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000234327",NA,NA,NA,4505,NA,NA,NA,2973,3147,2456,NA,NA,2352,4046,2790,2492,NA,NA,NA,NA,NA,NA,NA,NA,NA,2645,3182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000029725",4621,3475,4873,3693,2125,2073,2361,2627,3188,2538,2152,1922,3675,4228,2329,NA,1650,1897,1451,NA,2641,2111,NA,NA,2215,3374,2060,2992,2136,NA,NA,NA,3144,2698,2332,2899
"ENSG00000129197",3616,NA,4417,3351,2139,NA,NA,2232,2179,2812,NA,NA,2913,2501,1695,1317,1733,1331,1016,NA,2095,NA,NA,NA,1258,1124,3187,2618,989,NA,1905,NA,NA,1645,NA,1932
"ENSG00000108561",4614,1927,2889,3690,1831,1585,2017,1595,1715,2056,1423,1848,1952,1759,1882,1735,1739,1170,1112,1354,1688,1146,1106,1323,1794,2243,1960,1766,1869,NA,1322,1342,1730,2082,2020,2005
"ENSG00000091592",1572,915,1235,752,1047,732,641,1289,1124,2126,1370,1576,1301,1625,1275,NA,NA,1257,NA,NA,NA,1545,NA,NA,952,950,2133,1834,862,NA,1234,NA,2378,1294,1042,998
"ENSG00000286190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000179314",NA,NA,3278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
